0, 0, 0
9.02091, 0, 0
18.0418, 0, 0
27.0627, 0, 0
36.0836, 0, 0
45.1045, 0, 0
54.1255, 0, 0
63.1464, 0, 0
72.1673, 0, 0
81.1882, 0, 0
90.2091, 0, 0
99.23, 0, 0
0, 5.69588, 0
9.02091, 5.69588, 0
18.0418, 5.69588, 0
27.0627, 5.69588, 0
36.0836, 5.69588, 0
45.1045, 5.69588, 0
54.1255, 5.69588, 0
63.1464, 5.69588, 0
72.1673, 5.69588, 0
81.1882, 5.69588, 0
90.2091, 5.69588, 0
99.23, 5.69588, 0
0, 11.3918, 0
9.02091, 11.3918, 0
18.0418, 11.3918, 0
27.0627, 11.3918, 0
36.0836, 11.3918, 0
45.1045, 11.3918, 0
54.1255, 11.3918, 0
63.1464, 11.3918, 0
72.1673, 11.3918, 0
81.1882, 11.3918, 0
90.2091, 11.3918, 0
99.23, 11.3918, 0
0, 17.0876, 0
9.02091, 17.0876, 0
18.0418, 17.0876, 0
27.0627, 17.0876, 0
36.0836, 17.0876, 0
45.1045, 17.0876, 0
54.1255, 17.0876, 0
63.1464, 17.0876, 0
72.1673, 17.0876, 0
81.1882, 17.0876, 0
90.2091, 17.0876, 0
99.23, 17.0876, 0
0, 22.7835, 0
9.02091, 22.7835, 0
18.0418, 22.7835, 0
27.0627, 22.7835, 0
36.0836, 22.7835, 0
45.1045, 22.7835, 0
54.1255, 22.7835, 0
63.1464, 22.7835, 0
72.1673, 22.7835, 0
81.1882, 22.7835, 0
90.2091, 22.7835, 0
99.23, 22.7835, 0
0, 28.4794, 0
9.02091, 28.4794, 0
18.0418, 28.4794, 0
27.0627, 28.4794, 0
36.0836, 28.4794, 0
45.1045, 28.4794, 0
54.1255, 28.4794, 0
63.1464, 28.4794, 0
72.1673, 28.4794, 0
81.1882, 28.4794, 0
90.2091, 28.4794, 0
99.23, 28.4794, 0
0, 34.1752, 0
9.02091, 34.1752, 0
18.0418, 34.1752, 0
27.0627, 34.1752, 0
36.0836, 34.1752, 0
45.1045, 34.1752, 0
54.1255, 34.1752, 0
63.1464, 34.1752, 0
72.1673, 34.1752, 0
81.1882, 34.1752, 0
90.2091, 34.1752, 0
99.23, 34.1752, 0
0, 39.8711, 0
9.02091, 39.8711, 0
18.0418, 39.8711, 0
27.0627, 39.8711, 0
36.0836, 39.8711, 0
45.1045, 39.8711, 0
54.1255, 39.8711, 0
63.1464, 39.8711, 0
72.1673, 39.8711, 0
81.1882, 39.8711, 0
90.2091, 39.8711, 0
99.23, 39.8711, 0
0, 45.567, 0
9.02091, 45.567, 0
18.0418, 45.567, 0
27.0627, 45.567, 0
36.0836, 45.567, 0
45.1045, 45.567, 0
54.1255, 45.567, 0
63.1464, 45.567, 0
72.1673, 45.567, 0
81.1882, 45.567, 0
90.2091, 45.567, 0
99.23, 45.567, 0
